#separator:pipe
#html:true
#columns:Front|Back|Tags
#tags column:3
¿Qué alteraciones existen en el lenguaje escrito?|Digrafia, agrafia, dislexia y alexia.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 22</i></small>|examen_final::semiologia::lenguaje
Identifica el trastorno: 'repetición involuntaria de palabras o frases'.|Ecolalia.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 22</i></small>|examen_final::semiologia::lenguaje
Identifica el trastorno: 'dificultad en la articulación de sílabas'.|Disartria.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 22</i></small>|examen_final::semiologia::lenguaje
¿Qué es la memoria?|Función que permite revivir las experiencias del pasado. Implica almacenamiento y recuerdos.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Cómo se clasifica la memoria por su relación temporal con un evento?|Retrógrada y anterógrada.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Cómo se clasifica la memoria por la antigüedad del recuerdo?|Inmediata, reciente y remota.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Qué es la memoria retrógrada?|Capacidad de recordar eventos ocurridos antes de un punto de referencia (por ejemplo, antes de un traumatismo o una enfermedad).<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Qué es la memoria anterógrada?|Capacidad de formar y consolidar nuevos recuerdos después de un punto de referencia. Su pérdida impide al paciente recordar lo que ocurre tras el evento causal.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Qué es la memoria inmediata?|Retención de información durante segundos a aproximadamente un minuto (memoria de trabajo).<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Qué es la memoria reciente?|Retención de información de minutos a días.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Qué es la memoria remota?|Retención de información de meses a años, incluyendo recuerdos de etapas tempranas de la vida.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Qué es la hipermnesia?|Gran capacidad para almacenar detalles.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Qué es la amnesia?|Incapacidad parcial o total para recordar información o experiencias previas. Puede asociarse a múltiples causas: traumatismos craneoencefálicos, encefalopatías, trastornos disociativos y procesos neurodegenerativos como demencias. <i>Nota: el material original indica 'no asociada a demencias', pero clínicamente las demencias son una causa importante de amnesia.</i><br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Qué es la confabulación?|Dificultad para recordar eventos, por lo que el individuo llena los espacios con versiones falsas.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Qué son los falsos reconocimientos?|Considerar como conocidos hechos que no lo son.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Qué es el déjà vu?|La persona cree haber experimentado previamente la situación.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 23</i></small>|examen_final::semiologia::memoria
¿Qué es la afectividad? (Humor de base)|El conjunto de los sentimientos, las emociones y el tono afectivo.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué son los 'sentimientos' como categoría afectiva?|Estado afectivo subjetivo relativamente estable, influenciado por la personalidad y las experiencias previas. Es menos intenso.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 25</i></small>|examen_final::semiologia::afectividad
¿Qué son las 'emociones' como categoría afectiva?|Reacción afectiva que se activa súbitamente debido a un estímulo, pasajero o crónico. Es de corta duración.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 25</i></small>|examen_final::semiologia::afectividad
¿Qué es el 'tono afectivo'?|Estado emocional que predomina en un momento dado, persiste durante un tiempo determinado y afecta cada momento vivencial.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 25</i></small>|examen_final::semiologia::afectividad
¿Qué es la euforia?|Estado afectivo caracterizado por bienestar, alegría desbordante y satisfacción.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es la exaltación?|Sensación de bienestar intenso.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es el éxtasis?|Sensación de bienestar extremo.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es la hipomanía?|Síndrome conformado por euforia, fuga de ideas y actividad dispersa, pero productiva.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es la manía?|Síndrome conformado por exaltación afectiva, fuga de ideas, aumento de la actividad psicomotriz y disminución del sueño.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué diferencia a la manía de la hipomanía?|La manía incluye exaltación afectiva más intensa, aumento de la actividad psicomotriz y disminución del sueño; la hipomanía mantiene productividad.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es el miedo?|Sensación de temor ante un peligro real.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es la ansiedad?|Estado emocional displacentero, de incertidumbre.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es el pánico?|Miedo extremo o terror como respuesta a un peligro.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es la irritabilidad?|Tendencia al enojo e hipersensibilidad a los estímulos externos.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es la depresión en términos afectivos?|Presencia de tristeza como emoción principal durante un tiempo determinado, que altera la cotidianidad.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es la apatía o atimia?|Indiferencia y ausencia de afecto.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es la labilidad afectiva?|Cambios bruscos en el estado de ánimo.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es el afecto plano?|Pérdida o escasa expresión emocional.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es la anhedonia?|Incapacidad de experimentar placer.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 26</i></small>|examen_final::semiologia::afectividad
¿Qué es el temblor?|Movimientos rítmicos y oscilatorios en alguna parte del cuerpo.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué son los tics?|Movimientos breves, espasmódicos y rápidos, que aparecen en cara, cabeza y cuello.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué son las mioclonías?|Sacudidas bruscas y breves en extremidades y cabeza.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué es la acatisia?|Incapacidad para permanecer sentado o de pie.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué es la distonía?|Movimientos de contracción de músculos, espasmo, con dolor.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué es la abulia?|Falta total de voluntad para ejecutar actos.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué son la hiperbulia y la hipobulia?|Aumento o disminución, respectivamente, de la voluntad para la actividad motora.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué es un impulso en conducta psicomotora?|Ejecución infrenable de actos sin control.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué son las compulsiones?|Deseo irresistible que lleva a repetir actos o rituales.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué es la estereotipia?|Movimientos repetidos.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué es el negativismo?|Resistencia a toda sugerencia.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué es la catatonía?|Síndrome psicomotor complejo que incluye estupor, mutismo, posturas inusuales mantenidas (flexibilidad cérea), negativismo, ecolalia y ecopraxia, entre otros. La tendencia a permanecer en una posición prolongada es uno de sus signos. <i>Nota: el material la simplifica a 'tendencia a estar en una posición por tiempo prolongado', pero es un síndrome con múltiples criterios diagnósticos.</i><br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué son la hiperquinesia y la hipoquinesia?|Aumento o disminución, respectivamente, del movimiento.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Qué es la agitación psicomotora?|Movimiento con imposibilidad de control.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
Identifica el trastorno: 'incapacidad para permanecer sentado o de pie'.|Acatisia.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
Identifica el síndrome: 'estupor, mutismo, posturas inusuales mantenidas y negativismo'.|Catatonía.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 28</i></small>|examen_final::semiologia::psicomotor
¿Cómo se define la inteligencia en semiología?|Capacidad que tiene el individuo de adaptarse a situaciones nuevas, utilizando conocimientos y experiencias previas.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 30</i></small>|examen_final::semiologia::inteligencia
¿Qué es el déficit cognitivo?|Disminución de la capacidad intelectual y adaptación del individuo, con limitaciones en autocuidado, comunicación, aprendizaje y relaciones sociales. Puede ser leve, moderado o profundo.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 31</i></small>|examen_final::semiologia::inteligencia
¿Qué es el deterioro mental?|Déficit progresivo de las funciones cognoscitivas.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 31</i></small>|examen_final::semiologia::inteligencia
¿Qué rango de CI corresponde a 'genios'?|Mayor a 140.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 31</i></small>|examen_final::semiologia::inteligencia
¿Qué rango de CI corresponde a 'inteligencia superior'?|120 – 140.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 31</i></small>|examen_final::semiologia::inteligencia
¿Qué rango de CI corresponde a 'inteligencia promedio'?|90 – 110.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 31</i></small>|examen_final::semiologia::inteligencia
¿Qué rango de CI corresponde a 'retardo mental'?|Menor a 90.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 31</i></small>|examen_final::semiologia::inteligencia
¿Qué rangos de CI corresponden a los grados de retardo mental?|Fronterizo: 70-89; leve: 50-69; moderado: 35-49; grave: 20-34; profundo: menor a 20. <i>Nota: estos rangos son de la tabla general del material (p. 31); la escala Wisc (p. 30) tiene cortes diferentes.</i><br><br><small><i>Fuente: Semiología Psiquiátrica, p. 31</i></small>|examen_final::semiologia::inteligencia
Según la escala Wisc, ¿qué rango de CI corresponde a 'muy superior'?|130 o más.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 30</i></small>|examen_final::semiologia::inteligencia
Según la escala Wisc, ¿qué rango de CI corresponde a 'inteligencia limítrofe'?|70-79.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 30</i></small>|examen_final::semiologia::inteligencia
Según la escala Wisc, ¿qué rango de CI corresponde a 'inteligencia media alta'?|110-119.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 30</i></small>|examen_final::semiologia::inteligencia
¿Qué es el juicio en semiología?|Capacidad de realizar conclusiones a partir de la comparación de ideas o situaciones externas.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 32</i></small>|examen_final::semiologia::juicio
¿Qué es el raciocinio en semiología?|Encadenamiento de dos o más juicios para obtener un nuevo conocimiento.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 32</i></small>|examen_final::semiologia::juicio
¿Qué es la introspección?|Capacidad de examinar y reflexionar sobre los propios pensamientos, emociones y motivaciones internas.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 32</i></small>|examen_final::semiologia::juicio
¿Qué es la prospección?|Capacidad de proyectarse mentalmente hacia el futuro y planear acciones o anticipar consecuencias.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 32</i></small>|examen_final::semiologia::juicio
¿Qué es la conciencia de enfermedad (insight)?|Reconocimiento por parte del paciente de que padece un trastorno y necesita tratamiento. Su ausencia es típica en trastornos psicóticos.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 32</i></small>|examen_final::semiologia::juicio
¿Qué es el juicio deficiente?|Déficit del conocimiento de la realidad interna o externa.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 32</i></small>|examen_final::semiologia::juicio
¿Qué es el juicio suspendido?|Pérdida de la capacidad crítica de la realidad interna y externa.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 32</i></small>|examen_final::semiologia::juicio
¿Qué es el juicio debilitado?|Alteración leve del juicio asociada a trastornos emocionales o físicos.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 32</i></small>|examen_final::semiologia::juicio
¿Qué es el juicio desviado?|Distorsión severa de la evaluación crítica de la realidad.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 32</i></small>|examen_final::semiologia::juicio
¿Qué es la función mental del cálculo?|La capacidad de realizar operaciones matemáticas.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 33</i></small>|examen_final::semiologia::calculo
¿Qué es la discalculia?|Dificultad para resolver operaciones matemáticas.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 33</i></small>|examen_final::semiologia::calculo
¿Qué es la acalculia?|Incapacidad para realizar operaciones matemáticas.<br><br><small><i>Fuente: Semiología Psiquiátrica, p. 33</i></small>|examen_final::semiologia::calculo
